Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Flow ID,Src IP,Src Port,Dst IP
80,6,15/02/2018 09:31:12,10897655,4,4,398,972,398,0,99.5,199.0,972,0,243.0,486.0,125.7151194454,0.7341028873,1556807.85714286,2670268.44607762,5893521,4,5896259,1965419.66666667,3402103.26353953,5893830,317,10897651,3632550.33333333,3175237.22027652,5893521,2437,0,0,0,0,136,136,0.3670514436,0.3670514436,0,972,152.2222222222,334.410592602,111830.444444444,0,0,0,1,0,0,0,0,1,171.25,99.5,243.0,0,0,0,0,0,0,4,398,4,972,26883,219,1,32,2441.0,0.0,2441,2441,5893521.0,0.0,5893521,5893521,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:49:42,16325959,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.122504289,16325959.0,0.0,16325959,16325959,16325959,16325959.0,0.0,16325959,16325959,0,0.0,0.0,0,0,0,0,0,0,64,0,0.122504289,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,16325959.0,0.0,16325959,16325959,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:39:09,11654800,4,4,488,972,488,0,122.0,244.0,972,0,243.0,486.0,125.2702749082,0.6864124653,1664971.42857143,2882318.9490205,6648910,3,6650454,2216818.0,3838600.46010157,6649252,256,11654797,3884932.33333333,3462424.71914038,6648910,1203,0,0,0,0,136,136,0.3432062326,0.3432062326,0,972,162.2222222222,343.8901633435,118260.444444444,0,0,0,1,0,0,0,0,1,182.5,122.0,243.0,0,0,0,0,0,0,4,488,4,972,26883,219,1,32,1206.0,0.0,1206,1206,6648910.0,0.0,6648910,6648910,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:53:24,71208,5,3,495,662,495,0,99.0,221.3707297725,662,0,220.6666666667,382.2058782035,16248.1743624312,112.3469273115,10172.5714285714,26369.9562498508,69972,3,71208,17802.0,34781.8037772626,69972,3,934,467.0,138.5929291126,565,369,0,0,0,0,168,104,70.2168295697,42.1300977418,0,662,128.5555555556,258.4884480548,66816.2777777778,0,0,0,1,0,0,0,0,0,144.625,99.0,220.6666666667,0,0,0,0,0,0,5,495,3,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:49:24,4434202,5,3,371,662,371,0,74.2,165.9162439305,662,0,220.6666666667,382.2058782035,232.9618722828,1.8041577718,633457.428571429,1177166.4360085,3021698,7,4434202,1108550.5,1438623.3327691,3021698,148,1412063,706031.5,997789.186544182,1411575,488,0,0,0,0,168,104,1.1275986074,0.6765591644,0,662,114.7777777778,239.0919163093,57164.9444444444,0,0,0,1,0,0,0,0,0,129.125,74.2,220.6666666667,0,0,0,0,0,0,5,371,3,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:51:14,1933218,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0345444745,1933218.0,0.0,1933218,1933218,1933218,1933218.0,0.0,1933218,1933218,0,0.0,0.0,0,0,0,0,0,0,64,0,1.0345444745,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:51:14,38884374,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0514345428,38884374.0,0.0,38884374,38884374,38884374,38884374.0,0.0,38884374,38884374,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0514345428,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,38884374.0,0.0,38884374,38884374,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:56:02,178362,5,3,529,972,529,0,105.8,236.5759920195,972,0,324.0,561.1844616523,8415.4696628206,44.852603133,25480.2857142857,63116.9854257798,168453,7,178362,44590.5,82662.7044662021,168453,465,9590,4795.0,5045.9139905472,8363,1227,0,0,0,0,168,104,28.0328769581,16.8197261749,0,972,166.7777777778,348.9791461455,121786.444444444,0,0,0,1,0,0,0,0,0,187.625,105.8,324.0,0,0,0,0,0,0,5,529,3,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:38:48,5030644,4,4,356,972,356,0,89.0,178.0,972,0,243.0,486.0,263.9821064659,1.5902536534,718663.428571429,1886684.86783943,4997192,6,33452,11150.6666666667,19013.2975660019,33105,69,5030638,1676879.33333333,2878504.50333855,5000647,348,0,0,0,0,136,136,0.7951268267,0.7951268267,0,972,147.5555555556,330.8259025194,109445.777777778,0,0,0,1,0,0,0,0,1,166.0,89.0,243.0,0,0,0,0,0,0,4,356,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:37:44,4315235,5,3,374,972,374,0,74.8,167.257884717,972,0,324.0,561.1844616523,311.9181226515,1.8538967171,616462.142857143,1609551.44666958,4266358,3,4315235,1078808.75,2125335.06348628,4266633,270,4266968,2133484.0,3016339.33763295,4266358,610,0,0,0,0,168,104,1.1586854482,0.6952112689,0,972,149.5555555556,332.294715242,110419.777777778,0,0,0,1,0,0,0,0,0,168.25,74.8,324.0,0,0,0,0,0,0,5,374,3,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:55:34,11884709,4,4,389,972,389,0,97.25,194.5,972,0,243.0,486.0,114.5168973006,0.6731338563,1697815.57142857,2948907.28675368,6879321,4,6881779,2293926.33333333,3971519.52802027,6879842,272,11884705,3961568.33333333,3555100.00392469,6879321,1937,0,0,0,0,136,136,0.3365669281,0.3365669281,0,972,151.2222222222,333.5962296616,111286.444444444,0,0,0,1,0,0,0,0,1,170.125,97.25,243.0,0,0,0,0,0,0,4,389,4,972,26883,219,1,32,1941.0,0.0,1941,1941,6879321.0,0.0,6879321,6879321,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:29:47,6952676,5,3,530,972,530,0,106.0,237.023205615,972,0,324.0,561.1844616523,216.0319278505,1.1506361004,993239.428571429,2619391.35338599,6933440,4,6952676,1738169.0,3463712.98294138,6933722,46,6933741,3466870.5,4902469.60180892,6933440,301,0,0,0,0,168,104,0.7191475628,0.4314885377,0,972,166.8888888889,349.1090246773,121877.111111111,0,0,0,1,0,0,0,0,0,187.75,106.0,324.0,0,0,0,0,0,0,5,530,3,972,26883,219,1,32,305.0,0.0,305,305,6933440.0,0.0,6933440,6933440,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:38:33,5019735,4,4,487,972,487,0,121.75,243.5,972,0,243.0,486.0,290.6527934244,1.5937096281,717105.0,1890821.10941146,5005068,2,14667,4889.0,8223.2370147041,14383,2,5019728,1673242.66666667,2885716.88628343,5005372,284,0,0,0,0,136,136,0.796854814,0.796854814,0,972,162.1111111111,343.771888192,118179.111111111,0,0,0,1,0,0,0,0,1,182.375,121.75,243.0,0,0,0,0,0,0,4,487,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:30:58,5012491,4,4,643,972,643,0,160.75,321.5,972,0,243.0,486.0,322.1950922206,1.5960128407,716070.142857143,1891235.58820668,5004986,6,7505,2501.6666666667,3470.504334147,6501,282,5012485,1670828.33333333,2887704.30189006,5005260,414,0,0,0,0,136,136,0.7980064204,0.7980064204,0,972,179.4444444444,365.4501029933,133553.777777778,0,0,0,1,0,0,0,0,1,201.875,160.75,243.0,0,0,0,0,0,0,4,643,4,972,26883,220,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:39:44,5040890,4,4,388,662,388,0,97.0,194.0,662,0,165.5,331.0,208.2965508075,1.5870213395,720127.142857143,1889049.17474034,5003980,11,36910,12303.3333333333,20943.6655180829,36486,22,5040879,1680293.0,2878740.29672894,5004312,424,0,0,0,0,136,136,0.7935106697,0.7935106697,0,662,116.6666666667,241.4249365745,58286.0,0,0,0,1,0,0,0,0,1,131.25,97.0,165.5,0,0,0,0,0,0,4,388,4,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:29:24,44189185,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0452599431,44189185.0,0.0,44189185,44189185,44189185,44189185.0,0.0,44189185,44189185,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0452599431,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,44189185.0,0.0,44189185,44189185,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:55:06,11252898,4,4,614,972,614,0,153.5,307.0,972,0,243.0,486.0,140.9414712548,0.7109279761,1607556.85714286,2768735.07067665,6249764,3,6250350,2083450.0,3608365.86072033,6250032,46,11252895,3750965.0,3307450.88936525,6249764,319,0,0,0,0,136,136,0.355463988,0.355463988,0,972,176.2222222222,360.9521359466,130286.444444444,0,0,0,1,0,0,0,0,1,198.25,153.5,243.0,0,0,0,0,0,0,4,614,4,972,26883,220,1,32,322.0,0.0,322,322,6249764.0,0.0,6249764,6249764,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:50:05,11866636,4,4,261,662,261,0,65.25,130.5,662,0,165.5,331.0,77.7810998837,0.6741590456,1695233.71428571,2944122.45624316,6861673,3,6862507,2287502.33333333,3961631.18942745,6862000,188,11866633,3955544.33333333,3548809.20243077,6861673,509,0,0,0,0,136,136,0.3370795228,0.3370795228,0,662,102.5555555556,226.8551912075,51463.2777777778,0,0,0,1,0,0,0,0,1,115.375,65.25,165.5,0,0,0,0,0,0,4,261,4,662,26883,219,1,32,512.0,0.0,512,512,6861673.0,0.0,6861673,6861673,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:52:17,1983268,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0084365804,1983268.0,0.0,1983268,1983268,1983268,1983268.0,0.0,1983268,1983268,0,0.0,0.0,0,0,0,0,0,0,64,0,1.0084365804,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:50:03,1994285,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0028656887,1994285.0,0.0,1994285,1994285,1994285,1994285.0,0.0,1994285,1994285,0,0.0,0.0,0,0,0,0,0,0,64,0,1.0028656887,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:54:07,2053500,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9739469199,2053500.0,0.0,2053500,2053500,2053500,2053500.0,0.0,2053500,2053500,0,0.0,0.0,0,0,0,0,0,0,64,0,0.9739469199,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:55:48,5013674,4,4,590,662,590,0,147.5,295.0,662,0,165.5,331.0,249.7170737467,1.595636254,716239.142857143,1889034.3836535,5000153,12,13521,4507.0,7519.5656789472,13189,61,5013662,1671220.66666667,2883220.38571323,5000469,356,0,0,0,0,136,136,0.797818127,0.797818127,0,662,139.1111111111,276.6263022764,76522.1111111111,0,0,0,1,0,0,0,0,1,156.5,147.5,165.5,0,0,0,0,0,0,4,590,4,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:38:13,5002960,4,4,422,662,422,0,105.5,211.0,662,0,165.5,331.0,216.6717303356,1.5990533604,714708.571428572,1890548.25069175,5002069,7,891,297.0,286.1817604251,597,27,5002953,1667651.0,2887926.25376688,5002341,295,0,0,0,0,136,136,0.7995266802,0.7995266802,0,662,120.4444444444,246.4158634865,60720.7777777778,0,0,0,1,0,0,0,0,1,135.5,105.5,165.5,0,0,0,0,0,0,4,422,4,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:55:20,5005002,4,4,550,972,550,0,137.5,275.0,972,0,243.0,486.0,304.0957825791,1.5984009597,715000.285714286,1891292.27517384,5004048,6,954,318.0,279.343874105,577,22,5004996,1668332.0,2889123.10204619,5004404,213,0,0,0,0,136,136,0.7992004798,0.7992004798,0,972,169.1111111111,351.7628620408,123737.111111111,0,0,0,1,0,0,0,0,1,190.25,137.5,243.0,0,0,0,0,0,0,4,550,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:40:31,2533841,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7893155095,2533841.0,0.0,2533841,2533841,2533841,2533841.0,0.0,2533841,2533841,0,0.0,0.0,0,0,0,0,0,0,64,0,0.7893155095,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:39:21,9099020,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.219803891,9099020.0,0.0,9099020,9099020,9099020,9099020.0,0.0,9099020,9099020,0,0.0,0.0,0,0,0,0,0,0,64,0,0.219803891,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,9099020.0,0.0,9099020,9099020,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:50:10,1918888,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0422703149,1918888.0,0.0,1918888,1918888,1918888,1918888.0,0.0,1918888,1918888,0,0.0,0.0,0,0,0,0,0,0,64,0,1.0422703149,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:38:11,105351053,2,1,331,0,331,0,165.5,234.0523445727,0,0,0.0,0.0,3.1418765221,0.0284762223,52675526.5,74494441.1530162,105351051,2,105351051,105351051.0,0.0,105351051,105351051,0,0.0,0.0,0,0,0,0,0,0,64,20,0.0189841482,0.0094920741,0,331,82.75,165.5,27390.25,0,0,0,0,1,0,0,0,0,110.3333333333,165.5,0.0,0,0,0,0,0,0,2,331,1,0,226,0,1,32,0.0,0.0,0,0,105351051.0,0.0,105351051,105351051,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:37:52,11994404,4,4,483,972,483,0,120.75,241.5,972,0,243.0,486.0,121.3065692968,0.6669777006,1713486.28571429,2981688.57822223,6990618,3,6991774,2330591.33333333,4035965.61556938,6990923,293,11994401,3998133.66666667,3601585.12913638,6990618,853,0,0,0,0,136,136,0.3334888503,0.3334888503,0,972,161.6666666667,343.301616658,117856.0,0,0,0,1,0,0,0,0,1,181.875,120.75,243.0,0,0,0,0,0,0,4,483,4,972,26883,219,1,32,856.0,0.0,856,856,6990618.0,0.0,6990618,6990618,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:39:21,9058198,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.2207944671,9058198.0,0.0,9058198,9058198,9058198,9058198.0,0.0,9058198,9058198,0,0.0,0.0,0,0,0,0,0,0,64,0,0.2207944671,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,9058198.0,0.0,9058198,9058198,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:57:10,5005097,4,4,485,972,485,0,121.25,242.5,972,0,243.0,486.0,291.1032493476,1.598370621,715013.857142857,1890762.48534636,5002860,6,2237,745.6666666667,578.3202688246,1400,303,5005091,1668363.66666667,2888001.11248807,5003140,247,0,0,0,0,136,136,0.7991853105,0.7991853105,0,972,161.8888888889,343.5361860287,118017.111111111,0,0,0,1,0,0,0,0,1,182.125,121.25,243.0,0,0,0,0,0,0,4,485,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:50:48,11987373,4,4,409,972,409,0,102.25,204.5,972,0,243.0,486.0,115.2045573288,0.6673689056,1712481.85714286,2979519.96169615,6981929,3,6982769,2327589.66666667,4031041.1042834,6982235,258,11987370,3995790.0,3598430.47340101,6981929,535,0,0,0,0,136,136,0.3336844528,0.3336844528,0,972,153.4444444444,335.4396782997,112519.777777778,0,0,0,1,0,0,0,0,1,172.625,102.25,243.0,0,0,0,0,0,0,4,409,4,972,26883,219,1,32,538.0,0.0,538,538,6981929.0,0.0,6981929,6981929,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:54:15,23198229,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0862134778,23198229.0,0.0,23198229,23198229,23198229,23198229.0,0.0,23198229,23198229,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0862134778,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,23198229.0,0.0,23198229,23198229,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:28:22,5005468,4,4,502,972,502,0,125.5,251.0,972,0,243.0,486.0,294.4779589041,1.5982521514,715066.857142857,1890630.64436935,5002614,7,2854,951.3333333333,583.8949677239,1318,278,5005461,1668487.0,2887676.85506931,5002889,976,0,0,0,0,136,136,0.7991260757,0.7991260757,0,972,163.7777777778,345.5755263968,119422.444444444,0,0,0,1,0,0,0,0,1,184.25,125.5,243.0,0,0,0,0,0,0,4,502,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:28:28,9049378,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.221009665,9049378.0,0.0,9049378,9049378,9049378,9049378.0,0.0,9049378,9049378,0,0.0,0.0,0,0,0,0,0,0,64,0,0.221009665,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,9049378.0,0.0,9049378,9049378,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:29:54,5030852,4,4,381,972,381,0,95.25,190.5,972,0,243.0,486.0,268.9405293577,1.5901879046,718693.142857143,1889862.56698597,5004444,7,26408,8802.6666666667,14935.3788480016,26048,60,5030845,1676948.33333333,2881992.16044463,5004754,361,0,0,0,0,136,136,0.7950939523,0.7950939523,0,972,150.3333333333,332.8933763234,110818.0,0,0,0,1,0,0,0,0,1,169.125,95.25,243.0,0,0,0,0,0,0,4,381,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:39:30,11938510,4,4,488,972,488,0,122.0,244.0,972,0,243.0,486.0,122.2933180104,0.6701003727,1705501.42857143,2964734.15365245,6932026,4,6933907,2311302.33333333,4001923.05116357,6932325,298,11938506,3979502.0,3577193.20236355,6932026,1588,0,0,0,0,136,136,0.3350501863,0.3350501863,0,972,162.2222222222,343.8901633435,118260.444444444,0,0,0,1,0,0,0,0,1,182.5,122.0,243.0,0,0,0,0,0,0,4,488,4,972,26883,219,1,32,1592.0,0.0,1592,1592,6932026.0,0.0,6932026,6932026,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:29:47,5004885,4,4,256,972,256,0,64.0,128.0,972,0,243.0,486.0,245.3602830035,1.5984383258,714983.571428571,1891281.56452249,5004007,7,878,292.6666666667,255.5001630789,548,37,5004878,1668292.66666667,2889090.48111622,5004327,219,0,0,0,0,136,136,0.7992191629,0.7992191629,0,972,136.4444444444,324.5701430782,105345.777777778,0,0,0,1,0,0,0,0,1,153.5,64.0,243.0,0,0,0,0,0,0,4,256,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:40:31,2377663,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.8411620991,2377663.0,0.0,2377663,2377663,2377663,2377663.0,0.0,2377663,2377663,0,0.0,0.0,0,0,0,0,0,0,64,0,0.8411620991,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:29:12,5005715,4,4,469,972,469,0,117.25,234.5,972,0,243.0,486.0,287.8709634887,1.5981732879,715102.142857143,1889508.17196305,5000103,4,5612,1870.6666666667,1809.5033388566,3617,4,5005709,1668569.66666667,2885554.56080462,5000521,1996,0,0,0,0,136,136,0.799086644,0.799086644,0,972,160.1111111111,341.6915438098,116753.111111111,0,0,0,1,0,0,0,0,1,180.125,117.25,243.0,0,0,0,0,0,0,4,469,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:51:51,5005696,4,4,345,972,345,0,86.25,172.5,972,0,243.0,486.0,263.1002761654,1.5981793541,715099.428571429,1891132.17302245,5003784,5,1912,637.3333333333,659.2308649732,1398,232,5005691,1668563.66666667,2888647.08966574,5004086,517,0,0,0,0,136,136,0.799089677,0.799089677,0,972,146.3333333333,329.978787197,108886.0,0,0,0,1,0,0,0,0,1,164.625,86.25,243.0,0,0,0,0,0,0,4,345,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:52:19,5002148,4,4,346,972,346,0,86.5,173.0,972,0,243.0,486.0,263.4868060681,1.5993129352,714592.571428572,1890212.67951103,5001192,7,956,318.6666666667,162.9273866891,504,198,5002141,1667380.33333333,2887382.96897975,5001443,246,0,0,0,0,136,136,0.7996564676,0.7996564676,0,972,146.4444444444,330.0542043025,108935.777777778,0,0,0,1,0,0,0,0,1,164.75,86.5,243.0,0,0,0,0,0,0,4,346,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:49:29,1009059,5,3,344,972,344,0,68.8,153.841476852,972,0,324.0,561.1844616523,1304.1853846009,7.9281786298,144151.285714286,364181.413607611,969588,5,1009059,252264.75,478658.157335953,969931,283,975693,487846.5,681285.362857958,969588,6105,0,0,0,0,168,104,4.9551116436,2.9730669862,0,972,146.2222222222,329.9036896496,108836.444444444,0,0,0,1,0,0,0,0,0,164.5,68.8,324.0,0,0,0,0,0,0,5,344,3,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:40:10,9455644,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.2115138853,9455644.0,0.0,9455644,9455644,9455644,9455644.0,0.0,9455644,9455644,0,0.0,0.0,0,0,0,0,0,0,64,0,0.2115138853,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,9455644.0,0.0,9455644,9455644,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:55:34,5007239,4,4,314,662,314,0,78.5,157.0,662,0,165.5,331.0,194.917798012,1.597686869,715319.857142857,1891513.43854187,5004869,7,2370,790.0,575.1147711544,1418,289,5007232,1669077.33333333,2889133.28251957,5005161,364,0,0,0,0,136,136,0.7988434345,0.7988434345,0,662,108.4444444444,232.1094090677,53874.7777777778,0,0,0,1,0,0,0,0,1,122.0,78.5,165.5,0,0,0,0,0,0,4,314,4,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 09:39:09,11661463,4,4,418,662,418,0,104.5,209.0,662,0,165.5,331.0,92.612736498,0.6860202704,1665923.28571429,2884595.1848484,6657371,5,6658279,2219426.33333333,3843625.70144289,6657663,280,11661457,3887152.33333333,3465937.9156363,6657371,615,0,0,0,0,136,136,0.3430101352,0.3430101352,0,662,120.0,245.80683473,60421.0,0,0,0,1,0,0,0,0,1,135.0,104.5,165.5,0,0,0,0,0,0,4,418,4,662,26883,219,1,32,621.0,0.0,621,621,6657371.0,0.0,6657371,6657371,DoS attacks-GoldenEye,,,,
